uid	name	sourceinfo	notes
809432	Strigops habroptilus	ncbi:2489341,irmng:11435975	Add in missing kakapo. Note habroptilus: https://bioone.org/journals/the-bulletin-of-zoological-nomenclature/volume-80/issue-1/bzn.v80.a032/Strigops-habroptilus-Gray-1845-is-the-valid-scientific-name-of/10.21805/bzn.v80.a032.full
